time,open,high,low,Close,tick_volume,spread,real_volume
2024-06-03 08:00:00,1.08518,1.0854,1.08483,1.08525,1488,2,0
2024-06-03 09:00:00,1.08523,1.08586,1.08467,1.08564,2936,2,0
2024-06-03 10:00:00,1.08564,1.08586,1.08396,1.08396,3374,2,0
2024-06-03 11:00:00,1.08397,1.08422,1.08334,1.08401,3683,2,0
2024-06-03 12:00:00,1.08401,1.08411,1.08321,1.08348,3148,2,0
2024-06-03 13:00:00,1.08349,1.0839,1.08277,1.0836999999999999,2910,2,0
2024-06-03 14:00:00,1.0836999999999999,1.08448,1.08369,1.08432,2993,2,0
2024-06-03 15:00:00,1.08433,1.08499,1.08404,1.08442,3721,2,0
2024-06-03 16:00:00,1.08443,1.08537,1.08443,1.08518,4066,2,0
2024-06-03 17:00:00,1.08638,1.08823,1.08632,1.08699,7872,2,0
2024-06-03 18:00:00,1.08699,1.08903,1.08696,1.08896,3731,2,0
2024-06-03 19:00:00,1.08896,1.08905,1.08811,1.08851,3584,2,0
2024-06-03 20:00:00,1.08851,1.08887,1.08813,1.08879,2819,2,0
2024-06-03 21:00:00,1.0888,1.08976,1.08868,1.08972,2469,2,0
2024-06-03 22:00:00,1.08973,1.09,1.0896,1.08998,1765,2,0
2024-06-03 23:00:00,1.08998,1.0903,1.08995,1.09025,553,2,0
2024-06-04 00:00:00,1.09024,1.09039,1.09003,1.09033,787,5,0
2024-06-04 01:00:00,1.09033,1.09098,1.09027,1.09073,742,2,0
2024-06-04 02:00:00,1.09073,1.09091,1.09063,1.09072,865,2,0
2024-06-04 03:00:00,1.09072,1.0916,1.09072,1.09128,1858,2,0
2024-06-04 04:00:00,1.09128,1.09137,1.0907,1.09077,1876,2,0
2024-06-04 05:00:00,1.09076,1.09087,1.09052,1.09076,1265,2,0
2024-06-04 06:00:00,1.09076,1.09099,1.09067,1.09073,1051,2,0
2024-06-04 07:00:00,1.09073,1.09098,1.09066,1.09093,894,2,0
2024-06-04 08:00:00,1.0909200000000001,1.09107,1.09026,1.09032,1386,2,0
2024-06-04 09:00:00,1.09033,1.09048,1.08963,1.08969,3504,2,0
2024-06-04 10:00:00,1.08968,1.08986,1.08845,1.08902,4234,2,0
2024-06-04 11:00:00,1.08901,1.08907,1.08739,1.08809,4294,2,0
2024-06-04 12:00:00,1.08808,1.0882,1.08692,1.08717,4536,2,0
2024-06-04 13:00:00,1.08716,1.08716,1.08631,1.08663,4103,2,0
2024-06-04 14:00:00,1.08664,1.08705,1.08588,1.0861399999999999,3151,2,0
2024-06-04 15:00:00,1.0861399999999999,1.087,1.0861399999999999,1.08645,3731,2,0
2024-06-04 16:00:00,1.08646,1.08716,1.0862,1.08634,4243,2,0
2024-06-04 17:00:00,1.08646,1.0882,1.0863,1.08801,7722,2,0
2024-06-04 18:00:00,1.08802,1.08835,1.08749,1.08776,4512,2,0
2024-06-04 19:00:00,1.08776,1.08834,1.08774,1.08802,3161,2,0
2024-06-04 20:00:00,1.08802,1.08877,1.0878,1.08833,2866,2,0
2024-06-04 21:00:00,1.08833,1.08865,1.08801,1.08821,2648,2,0
2024-06-04 22:00:00,1.08821,1.08827,1.08784,1.08809,2442,2,0
2024-06-04 23:00:00,1.08808,1.08811,1.08784,1.0878700000000001,803,2,0
2024-06-05 00:00:00,1.08805,1.0881,1.08773,1.08789,412,5,0
2024-06-05 01:00:00,1.08789,1.08802,1.0878,1.08796,346,2,0
2024-06-05 02:00:00,1.08795,1.0882,1.08794,1.08816,742,2,0
2024-06-05 03:00:00,1.08816,1.08862,1.08784,1.08842,1865,2,0
2024-06-05 04:00:00,1.08841,1.08861,1.08804,1.0884,1884,2,0
2024-06-05 05:00:00,1.0884,1.08858,1.08828,1.08832,1000,2,0
2024-06-05 06:00:00,1.08832,1.08836,1.08766,1.08784,1205,2,0
2024-06-05 07:00:00,1.08784,1.08809,1.08771,1.08806,1028,2,0
2024-06-05 08:00:00,1.08807,1.08823,1.08759,1.08791,1535,2,0
2024-06-05 09:00:00,1.08791,1.08801,1.08721,1.08758,2244,2,0
2024-06-05 10:00:00,1.08757,1.08794,1.08707,1.08715,3598,2,0
2024-06-05 11:00:00,1.08715,1.08768,1.087,1.08758,2571,2,0
2024-06-05 12:00:00,1.08755,1.08772,1.08713,1.08735,2359,2,0
2024-06-05 13:00:00,1.08734,1.08734,1.08648,1.08685,2216,2,0
2024-06-05 14:00:00,1.08685,1.08692,1.08599,1.0868,2498,2,0
2024-06-05 15:00:00,1.0868,1.08842,1.08679,1.08839,4350,2,0
2024-06-05 16:00:00,1.08838,1.08915,1.08814,1.08869,5486,2,0
2024-06-05 17:00:00,1.08901,1.08901,1.08618,1.08662,7720,2,0
2024-06-05 18:00:00,1.08663,1.08707,1.08628,1.08648,3918,3,0
2024-06-05 19:00:00,1.08649,1.08686,1.08544,1.08644,2833,2,0
2024-06-05 20:00:00,1.08645,1.0867499999999999,1.08605,1.08671,1966,2,0
2024-06-05 21:00:00,1.08671,1.08773,1.08657,1.08756,1904,2,0
2024-06-05 22:00:00,1.08755,1.08765,1.08724,1.0874,1536,2,0
2024-06-05 23:00:00,1.0874,1.0874,1.08679,1.08692,853,2,0
2024-06-06 00:00:00,1.08704,1.08727,1.08676,1.08701,561,7,0
2024-06-06 01:00:00,1.08704,1.0873,1.08684,1.08729,597,2,0
2024-06-06 02:00:00,1.08729,1.08745,1.08728,1.08739,689,2,0
2024-06-06 03:00:00,1.08739,1.08824,1.08738,1.0882,1528,2,0
2024-06-06 04:00:00,1.08819,1.08944,1.08819,1.0894,2603,2,0
2024-06-06 05:00:00,1.0894,1.08958,1.08879,1.08919,1901,2,0
2024-06-06 06:00:00,1.08918,1.08935,1.08895,1.08906,1003,2,0
2024-06-06 07:00:00,1.08905,1.08908,1.08865,1.08871,1032,2,0
2024-06-06 08:00:00,1.08871,1.08875,1.08821,1.08847,1420,2,0
2024-06-06 09:00:00,1.0884800000000001,1.08849,1.08769,1.08841,2726,2,0
2024-06-06 10:00:00,1.0884,1.08882,1.08759,1.08783,3038,2,0
2024-06-06 11:00:00,1.08783,1.0879,1.08711,1.08772,2417,2,0
2024-06-06 12:00:00,1.08772,1.0882,1.08755,1.08799,2221,2,0
2024-06-06 13:00:00,1.08799,1.08819,1.08752,1.08762,1927,2,0
2024-06-06 14:00:00,1.08763,1.08767,1.08619,1.08676,2352,2,0
2024-06-06 15:00:00,1.08676,1.09018,1.08642,1.08816,7019,2,0
2024-06-06 16:00:00,1.08815,1.08908,1.08718,1.08851,6987,2,0
2024-06-06 17:00:00,1.08851,1.08912,1.08727,1.08779,4698,2,0
2024-06-06 18:00:00,1.08775,1.08868,1.08775,1.0882,2957,2,0
2024-06-06 19:00:00,1.08819,1.08877,1.08798,1.08819,1898,2,0
2024-06-06 20:00:00,1.08818,1.08937,1.08809,1.08922,1850,2,0
2024-06-06 21:00:00,1.08922,1.08943,1.08859,1.08929,2138,2,0
2024-06-06 22:00:00,1.08929,1.08942,1.08883,1.08893,2144,2,0
2024-06-06 23:00:00,1.0889199999999999,1.08932,1.08885,1.08895,751,2,0
2024-06-07 00:00:00,1.08904,1.08914,1.08888,1.0889,656,8,0
2024-06-07 01:00:00,1.08898,1.08932,1.08898,1.08918,326,2,0
2024-06-07 02:00:00,1.0892,1.08928,1.08906,1.08916,748,2,0
2024-06-07 03:00:00,1.08916,1.08924,1.08867,1.08895,1559,2,0
2024-06-07 04:00:00,1.08895,1.08958,1.08871,1.08956,1990,2,0
2024-06-07 05:00:00,1.08957,1.08979,1.08943,1.08968,1407,2,0
2024-06-07 06:00:00,1.08968,1.08978,1.08936,1.08944,1286,2,0
2024-06-07 07:00:00,1.08944,1.08968,1.08936,1.0895299999999999,1136,2,0
2024-06-07 08:00:00,1.0895299999999999,1.08954,1.0889199999999999,1.08905,1479,2,0
2024-06-07 09:00:00,1.08908,1.08966,1.08879,1.08921,2608,2,0
2024-06-07 10:00:00,1.08921,1.08984,1.08895,1.08926,3530,2,0
2024-06-07 11:00:00,1.08926,1.0893,1.0883099999999999,1.0889,3454,2,0
2024-06-07 12:00:00,1.0889,1.08962,1.08882,1.08915,3305,2,0
2024-06-07 13:00:00,1.08915,1.08944,1.08883,1.08888,2506,2,0
2024-06-07 14:00:00,1.08887,1.09018,1.08872,1.08982,2877,2,0
2024-06-07 15:00:00,1.08981,1.08993,1.08239,1.08332,8304,2,0
2024-06-07 16:00:00,1.08331,1.08357,1.08176,1.08192,7778,2,0
2024-06-07 17:00:00,1.08193,1.08256,1.08103,1.08124,6219,3,0
2024-06-07 18:00:00,1.08124,1.08129,1.0804,1.08064,4430,2,0
2024-06-07 19:00:00,1.08069,1.08122,1.08032,1.08051,3156,2,0
2024-06-07 20:00:00,1.08051,1.08061,1.08007,1.0805,2159,2,0
2024-06-07 21:00:00,1.08049,1.08067,1.08008,1.08056,2938,2,0
2024-06-07 22:00:00,1.08055,1.08071,1.08,1.08002,2782,2,0
2024-06-07 23:00:00,1.08002,1.08038,1.07996,1.0802,844,2,0
2024-06-10 00:00:00,1.07685,1.07769,1.07637,1.07712,1948,31,0
2024-06-10 01:00:00,1.077,1.07784,1.07651,1.07773,1552,2,0
2024-06-10 02:00:00,1.07775,1.07799,1.07756,1.0778699999999999,1071,2,0
2024-06-10 03:00:00,1.0778699999999999,1.07817,1.07739,1.07778,1731,2,0
2024-06-10 04:00:00,1.07779,1.07799,1.07721,1.07747,1570,2,0
2024-06-10 05:00:00,1.07747,1.07749,1.07666,1.07676,934,2,0
2024-06-10 06:00:00,1.07676,1.07684,1.07554,1.07554,1535,2,0
2024-06-10 07:00:00,1.07554,1.07557,1.0748,1.0754299999999999,1678,2,0
2024-06-10 08:00:00,1.0754299999999999,1.07555,1.0748,1.07535,1939,2,0
2024-06-10 09:00:00,1.07534,1.07587,1.0749,1.07518,3900,2,0
2024-06-10 10:00:00,1.07517,1.07664,1.07478,1.07644,4847,2,0
2024-06-10 11:00:00,1.07645,1.07681,1.07549,1.07567,3299,2,0
2024-06-10 12:00:00,1.07566,1.0759,1.07405,1.07431,3331,2,0
2024-06-10 13:00:00,1.07431,1.07439,1.07328,1.07369,3126,2,0
2024-06-10 14:00:00,1.07369,1.07547,1.07369,1.07536,2326,2,0
2024-06-10 15:00:00,1.07537,1.07603,1.0741,1.07412,3930,2,0
2024-06-10 16:00:00,1.07411,1.07491,1.07371,1.07401,4331,2,0
2024-06-10 17:00:00,1.07402,1.07448,1.07336,1.07336,3777,2,0
2024-06-10 18:00:00,1.07337,1.07501,1.0733,1.075,3305,2,0
2024-06-10 19:00:00,1.07501,1.07588,1.075,1.07539,2472,2,0
2024-06-10 20:00:00,1.07539,1.07603,1.07502,1.07594,2546,2,0
2024-06-10 21:00:00,1.07595,1.07624,1.07566,1.07617,2406,2,0
2024-06-10 22:00:00,1.07617,1.07656,1.0761,1.07629,1687,2,0
2024-06-10 23:00:00,1.07629,1.0765,1.07613,1.07649,533,2,0
2024-06-11 00:00:00,1.07633,1.07653,1.07561,1.07652,554,5,0
2024-06-11 01:00:00,1.07652,1.07681,1.07645,1.0765500000000001,556,2,0
2024-06-11 02:00:00,1.07653,1.0765500000000001,1.07626,1.07634,1069,2,0
2024-06-11 03:00:00,1.07634,1.07649,1.07612,1.07636,1622,2,0
2024-06-11 04:00:00,1.07637,1.07683,1.07623,1.07668,1866,2,0
2024-06-11 05:00:00,1.07668,1.0769,1.07647,1.07678,1757,2,0
2024-06-11 06:00:00,1.07679,1.07692,1.0766499999999999,1.07685,1245,2,0
2024-06-11 07:00:00,1.07684,1.07705,1.07677,1.07684,1004,2,0
2024-06-11 08:00:00,1.07683,1.077,1.07642,1.07653,1636,2,0
2024-06-11 09:00:00,1.07653,1.07734,1.07653,1.07682,2824,2,0
2024-06-11 10:00:00,1.07682,1.07694,1.0761,1.0764,3237,2,0
2024-06-11 11:00:00,1.07641,1.07645,1.07434,1.07452,3806,2,0
2024-06-11 12:00:00,1.0745,1.07539,1.07404,1.07505,4577,2,0
2024-06-11 13:00:00,1.07507,1.07564,1.07364,1.07409,4038,2,0
2024-06-11 14:00:00,1.07409,1.07414,1.07236,1.0729,3935,2,0
2024-06-11 15:00:00,1.07291,1.07363,1.07241,1.07322,4495,2,0
2024-06-11 16:00:00,1.07321,1.07366,1.0719400000000001,1.07239,5429,2,0
2024-06-11 17:00:00,1.07239,1.07292,1.07196,1.07223,4560,2,0
2024-06-11 18:00:00,1.07223,1.07335,1.07219,1.07323,3078,2,0
2024-06-11 19:00:00,1.07324,1.07389,1.07323,1.07373,1953,2,0
2024-06-11 20:00:00,1.07373,1.07431,1.07366,1.07422,2179,2,0
2024-06-11 21:00:00,1.0742099999999999,1.07453,1.07405,1.07435,1924,2,0
2024-06-11 22:00:00,1.07434,1.07494,1.074,1.074,2091,2,0
2024-06-11 23:00:00,1.074,1.07418,1.07391,1.07402,663,2,0
2024-06-12 00:00:00,1.07383,1.07428,1.07353,1.07428,1287,5,0
2024-06-12 01:00:00,1.07418,1.07429,1.07407,1.07409,350,2,0
2024-06-12 02:00:00,1.07412,1.07416,1.07391,1.07399,445,2,0
2024-06-12 03:00:00,1.07399,1.07399,1.07348,1.0735999999999999,1402,2,0
2024-06-12 04:00:00,1.07361,1.07418,1.07345,1.07399,1612,2,0
2024-06-12 05:00:00,1.074,1.07426,1.07391,1.07419,1422,2,0
2024-06-12 06:00:00,1.07418,1.07432,1.07399,1.07402,1020,2,0
2024-06-12 07:00:00,1.07401,1.07404,1.07363,1.07366,816,2,0
2024-06-12 08:00:00,1.07366,1.0746,1.0735999999999999,1.07459,1428,2,0
2024-06-12 09:00:00,1.07459,1.07471,1.07389,1.07414,2516,2,0
2024-06-12 10:00:00,1.07413,1.07454,1.07355,1.07445,2877,2,0
2024-06-12 11:00:00,1.07445,1.07539,1.07444,1.07465,2268,2,0
2024-06-12 12:00:00,1.07465,1.07538,1.0744,1.07526,1766,2,0
2024-06-12 13:00:00,1.07528,1.07602,1.0749,1.07586,1434,2,0
2024-06-12 14:00:00,1.07589,1.0765500000000001,1.07573,1.07641,1618,2,0
2024-06-12 15:00:00,1.07641,1.083,1.0762,1.0826500000000001,4360,2,0
2024-06-12 16:00:00,1.0826500000000001,1.08372,1.08189,1.08365,4345,2,0
2024-06-12 17:00:00,1.08368,1.08495,1.08175,1.08479,3429,2,0
2024-06-12 18:00:00,1.08479,1.08522,1.08417,1.08425,2541,2,0
2024-06-12 19:00:00,1.08424,1.0848,1.08415,1.0844,2078,2,0
2024-06-12 20:00:00,1.08439,1.08457,1.0836,1.08391,1733,2,0
2024-06-12 21:00:00,1.0839,1.08419,1.08075,1.08118,7474,2,0
2024-06-12 22:00:00,1.08116,1.08181,1.08036,1.08066,4112,2,0
2024-06-12 23:00:00,1.08064,1.08117,1.0804,1.08096,771,2,0
2024-06-13 00:00:00,1.08075,1.08139,1.08062,1.08117,471,5,0
2024-06-13 01:00:00,1.08121,1.08148,1.08097,1.08109,556,2,0
2024-06-13 02:00:00,1.08109,1.08152,1.08104,1.08127,782,2,0
2024-06-13 03:00:00,1.0812599999999999,1.08156,1.08104,1.08128,1081,2,0
2024-06-13 04:00:00,1.08128,1.08157,1.08037,1.08045,1495,2,0
2024-06-13 05:00:00,1.08045,1.08086,1.08039,1.0808,1146,2,0
2024-06-13 06:00:00,1.0808200000000001,1.08091,1.08055,1.08066,749,2,0
2024-06-13 07:00:00,1.08067,1.08071,1.0803,1.08038,671,2,0
2024-06-13 08:00:00,1.08038,1.0807,1.08004,1.08046,822,2,0
2024-06-13 09:00:00,1.08042,1.08071,1.08008,1.0802100000000001,1814,2,0
2024-06-13 10:00:00,1.08022,1.08164,1.0802100000000001,1.08142,2384,2,0
2024-06-13 11:00:00,1.08141,1.08144,1.0805,1.08061,2028,2,0
2024-06-13 12:00:00,1.08061,1.08115,1.08015,1.0802,1764,2,0
2024-06-13 13:00:00,1.0802,1.08095,1.0793,1.07942,1753,2,0
2024-06-13 14:00:00,1.07942,1.07967,1.07827,1.07832,2105,2,0
2024-06-13 15:00:00,1.0783,1.08161,1.07805,1.07933,4032,2,0
2024-06-13 16:00:00,1.07937,1.08076,1.07859,1.07873,3731,2,0
2024-06-13 17:00:00,1.07874,1.07904,1.0763,1.07715,3732,2,0
2024-06-13 18:00:00,1.07714,1.07722,1.07533,1.07554,2713,2,0
2024-06-13 19:00:00,1.07553,1.07556,1.07328,1.07351,2465,2,0
2024-06-13 20:00:00,1.07352,1.0744,1.07351,1.07424,2085,2,0
2024-06-13 21:00:00,1.07423,1.0743,1.0735999999999999,1.07393,1158,2,0
2024-06-13 22:00:00,1.07391,1.07429,1.0738,1.07405,1109,2,0
2024-06-13 23:00:00,1.07404,1.07433,1.0737700000000001,1.07387,579,2,0
2024-06-14 00:00:00,1.07372,1.07398,1.07366,1.07391,314,5,0
2024-06-14 01:00:00,1.07387,1.07402,1.07351,1.07387,497,2,0
2024-06-14 02:00:00,1.07388,1.07405,1.07369,1.07374,598,2,0
2024-06-14 03:00:00,1.07373,1.07409,1.07362,1.07364,1089,2,0
2024-06-14 04:00:00,1.07363,1.07419,1.07354,1.07416,952,2,0
2024-06-14 05:00:00,1.07417,1.07436,1.07403,1.07431,958,2,0
2024-06-14 06:00:00,1.07429,1.0745,1.07381,1.07402,1493,2,0
2024-06-14 07:00:00,1.07403,1.07409,1.0735,1.07363,835,2,0
2024-06-14 08:00:00,1.07363,1.07373,1.07302,1.07306,1158,2,0
2024-06-14 09:00:00,1.07304,1.07326,1.07157,1.07249,2531,2,0
2024-06-14 10:00:00,1.07246,1.07272,1.0706,1.07077,3077,2,0
2024-06-14 11:00:00,1.07073,1.07118,1.06898,1.06919,3002,2,0
2024-06-14 12:00:00,1.06919,1.06921,1.0671599999999999,1.06874,3246,2,0
2024-06-14 13:00:00,1.06873,1.06989,1.0679400000000001,1.06978,3178,2,0
2024-06-14 14:00:00,1.06977,1.07058,1.06924,1.06938,2864,2,0
2024-06-14 15:00:00,1.06939,1.06952,1.06791,1.06891,3677,2,0
2024-06-14 16:00:00,1.06893,1.06923,1.06676,1.0669,3486,2,0
2024-06-14 17:00:00,1.06688,1.06876,1.06681,1.0687,3922,2,0
2024-06-14 18:00:00,1.0687,1.06997,1.06834,1.06987,2542,2,0
2024-06-14 19:00:00,1.06986,1.07018,1.06929,1.07004,1674,2,0
2024-06-14 20:00:00,1.07005,1.07046,1.06967,1.06979,1572,2,0
2024-06-14 21:00:00,1.0698,1.07005,1.06945,1.06993,1340,2,0
2024-06-14 22:00:00,1.06995,1.0706,1.06988,1.07059,959,2,0
2024-06-14 23:00:00,1.0706,1.07075,1.07035,1.07058,587,2,0
2024-06-17 00:00:00,1.07029,1.07076,1.06998,1.0704,359,30,0
2024-06-17 01:00:00,1.07043,1.07091,1.07024,1.07066,742,2,0
2024-06-17 02:00:00,1.07066,1.07073,1.07018,1.07026,669,2,0
2024-06-17 03:00:00,1.07025,1.0707200000000001,1.07004,1.07039,1472,2,0
2024-06-17 04:00:00,1.07039,1.07042,1.06992,1.07014,1212,2,0
2024-06-17 05:00:00,1.07012,1.07047,1.06988,1.07042,951,2,0
2024-06-17 06:00:00,1.07042,1.07046,1.07018,1.07037,793,2,0
2024-06-17 07:00:00,1.07037,1.07055,1.0702,1.07042,866,2,0
2024-06-17 08:00:00,1.0704,1.07051,1.06991,1.06997,1140,2,0
2024-06-17 09:00:00,1.06991,1.07038,1.06863,1.06976,3024,2,0
2024-06-17 10:00:00,1.06975,1.07089,1.06921,1.07007,3131,2,0
2024-06-17 11:00:00,1.07006,1.07122,1.06996,1.07071,2575,2,0
2024-06-17 12:00:00,1.07074,1.07146,1.07069,1.0711,2285,2,0
2024-06-17 13:00:00,1.0711,1.07135,1.0702,1.07101,1835,2,0
2024-06-17 14:00:00,1.07101,1.07177,1.07088,1.07094,1769,2,0
2024-06-17 15:00:00,1.07096,1.07152,1.0707,1.07137,2399,2,0
2024-06-17 16:00:00,1.07137,1.07208,1.07121,1.0716,2776,2,0
2024-06-17 17:00:00,1.07162,1.07184,1.07117,1.07161,2670,2,0
2024-06-17 18:00:00,1.07158,1.07247,1.07152,1.07222,1886,2,0
2024-06-17 19:00:00,1.07222,1.07278,1.07207,1.07252,1721,2,0
2024-06-17 20:00:00,1.07252,1.07272,1.07233,1.07258,1143,2,0
2024-06-17 21:00:00,1.07258,1.07378,1.07258,1.07363,1445,2,0
