time,open,high,low,Close,tick_volume,spread,real_volume
2024-08-26 12:00:00,1.11803,1.11827,1.11714,1.11743,2960,2,0
2024-08-26 13:00:00,1.11743,1.11769,1.11691,1.11715,2489,2,0
2024-08-26 14:00:00,1.11715,1.11734,1.1163,1.11651,3070,2,0
2024-08-26 15:00:00,1.11651,1.11685,1.11584,1.11612,4706,2,0
2024-08-26 16:00:00,1.11612,1.11625,1.11499,1.11596,5588,2,0
2024-08-26 17:00:00,1.11595,1.11788,1.11538,1.11765,5430,2,0
2024-08-26 18:00:00,1.11765,1.11769,1.11633,1.11636,3725,2,0
2024-08-26 19:00:00,1.11635,1.11721,1.11595,1.11713,2963,2,0
2024-08-26 20:00:00,1.11712,1.11755,1.11677,1.11696,2713,2,0
2024-08-26 21:00:00,1.11697,1.11711,1.11594,1.11636,2824,2,0
2024-08-26 22:00:00,1.11636,1.11656,1.11586,1.11595,1865,2,0
2024-08-26 23:00:00,1.11594,1.11615,1.11586,1.11611,720,2,0
2024-08-27 00:00:00,1.11603,1.11626,1.11593,1.11597,490,10,0
2024-08-27 01:00:00,1.11598,1.11638,1.11597,1.11629,787,2,0
2024-08-27 02:00:00,1.1163,1.11669,1.11629,1.11645,861,2,0
2024-08-27 03:00:00,1.11645,1.11656,1.11595,1.11609,1665,2,0
2024-08-27 04:00:00,1.11609,1.11706,1.11596,1.11691,1900,2,0
2024-08-27 05:00:00,1.11693,1.11705,1.1164,1.11681,1149,2,0
2024-08-27 06:00:00,1.1168,1.11689,1.1165,1.1166800000000001,899,2,0
2024-08-27 07:00:00,1.11667,1.11694,1.11666,1.11683,1146,2,0
2024-08-27 08:00:00,1.11683,1.11723,1.11646,1.11667,1252,2,0
2024-08-27 09:00:00,1.11667,1.11715,1.11612,1.1161699999999999,2712,2,0
2024-08-27 10:00:00,1.11616,1.11726,1.11616,1.1164,4182,2,0
2024-08-27 11:00:00,1.1164,1.11741,1.1162,1.11665,2985,2,0
2024-08-27 12:00:00,1.11663,1.11787,1.11661,1.11681,3283,2,0
2024-08-27 13:00:00,1.11681,1.117,1.1161699999999999,1.1166,3036,2,0
2024-08-27 14:00:00,1.1166,1.11697,1.11605,1.11605,3098,2,0
2024-08-27 15:00:00,1.11606,1.11646,1.11504,1.11586,4367,2,0
2024-08-27 16:00:00,1.11584,1.11697,1.11525,1.11679,4733,2,0
2024-08-27 17:00:00,1.11676,1.11717,1.11627,1.11662,6204,2,0
2024-08-27 18:00:00,1.11661,1.11699,1.11586,1.11596,3784,2,0
2024-08-27 19:00:00,1.11596,1.11677,1.11595,1.11658,2545,2,0
2024-08-27 20:00:00,1.11658,1.11826,1.11644,1.11814,2764,2,0
2024-08-27 21:00:00,1.11813,1.11905,1.1179999999999999,1.11859,2583,2,0
2024-08-27 22:00:00,1.11858,1.11859,1.11814,1.11842,1617,2,0
2024-08-27 23:00:00,1.11842,1.11859,1.11827,1.11846,691,2,0
2024-08-28 00:00:00,1.1181,1.11843,1.11796,1.11831,360,13,0
2024-08-28 01:00:00,1.11831,1.11853,1.11831,1.1184,453,2,0
2024-08-28 02:00:00,1.1184,1.11846,1.11746,1.1177,798,2,0
2024-08-28 03:00:00,1.1177,1.1179999999999999,1.11744,1.11798,1827,2,0
2024-08-28 04:00:00,1.11798,1.11799,1.1172,1.11738,2073,2,0
2024-08-28 05:00:00,1.11738,1.11777,1.11665,1.11666,1676,2,0
2024-08-28 06:00:00,1.11666,1.11692,1.11624,1.11657,1282,2,0
2024-08-28 07:00:00,1.11659,1.1168,1.11582,1.11596,1246,2,0
2024-08-28 08:00:00,1.11595,1.1160700000000001,1.11396,1.11437,2562,2,0
2024-08-28 09:00:00,1.1144,1.11513,1.11348,1.11478,3360,2,0
2024-08-28 10:00:00,1.11479,1.1159,1.11479,1.11562,3880,2,0
